gene_symbol,lr_coef,lr_abs
SCG3,0.022215698,0.022215698
MBP,0.022195235,0.022195235
RP11-284F21.8,0.022192657,0.022192657
DUSP5,0.022188583,0.022188583
POLR3F,0.022187494,0.022187494
FBXO3,0.02216074,0.02216074
STAT5A,0.022152469,0.022152469
RP11-403I13.7,0.022150971,0.022150971
MSN,0.02214176,0.02214176
KRTAP1-5,0.022131316,0.022131316
FAM84B,0.022122,0.022122
RP4-710M16.2,0.022114024,0.022114024
AC106869.2,0.022086846,0.022086846
RP11-290L1.3,0.022073844,0.022073844
PMAIP1,0.022064874,0.022064874
BAIAP2,0.022062121,0.022062121
EXTL2,0.022051565,0.022051565
MAP3K8,0.022037027,0.022037027
H3F3B,0.022027984,0.022027984
TSC22D2,0.022025114,0.022025114
RP11-785D18.3,0.022020731,0.022020731
ZNF766,0.022009125,0.022009125
TRIM73,0.021999827,0.021999827
MTMR12,0.02199135,0.02199135
HBEGF,0.021989219,0.021989219
AC116366.6,0.021975668,0.021975668
STRBP,0.021961568,0.021961568
GLIPR2,0.021956492,0.021956492
AMMECR1L,0.021934193,0.021934193
RP11-48G14.1,0.021908412,0.021908412
POM121,0.021906286,0.021906286
CTC-453G23.4,0.021905065,0.021905065
PTPN4,0.021894032,0.021894032
OXTR,0.021890882,0.021890882
FAM47E,0.021881841,0.021881841
SNHG7,0.02188179,0.02188179
ANGPTL4,0.021868788,0.021868788
DGAT2,0.021867732,0.021867732
RP11-426J5.2,0.021858217,0.021858217
CTD-2562J15.4,0.021850508,0.021850508
RP11-66D17.5,0.021850284,0.021850284
RP3-340B19.3,0.021841763,0.021841763
ZNF704,0.021839209,0.021839209
OXSM,0.021838145,0.021838145
AC005281.1,0.021835083,0.021835083
GLRB,0.021826537,0.021826537
RP5-967N21.11,0.021825712,0.021825712
RBM6,0.02182109,0.02182109
RP11-499F3.2,0.021808747,0.021808747
FJX1,0.02180865,0.02180865
BARX2,0.021793181,0.021793181
AC004840.8,0.021784758,0.021784758
SYT12,0.02178178,0.02178178
RP4-550H1.7,0.021778258,0.021778258
CRISPLD1,0.021774469,0.021774469
GSTM2,0.021771036,0.021771036
FGL1,0.021768436,0.021768436
DPYSL4,0.021757878,0.021757878
ANKRD45,0.021756345,0.021756345
NACC2,0.021754622,0.021754622
PCDHB2,0.021745943,0.021745943
RP11-35G9.3,0.02173169,0.02173169
AC018804.3,0.021703877,0.021703877
PCDHGA10,0.021702304,0.021702304
B3GALNT2,0.02169103,0.02169103
SCGB2A1,0.021687243,0.021687243
PPT2,0.021678817,0.021678817
LINC00461,0.021677988,0.021677988
SYPL2,0.02166676,0.02166676
CYP4F11,0.02166365,0.02166365
RP11-109E24.2,0.021660328,0.021660328
HSPB8,0.02165405,0.02165405
NXPH3,0.021653827,0.021653827
RP3-355L5.5,0.02165298,0.02165298
RP11-579D7.4,0.021646049,0.021646049
CTC-232P5.1,0.02164508,0.02164508
AKR1D1,0.021642156,0.021642156
RP11-465N4.4,0.02164042,0.02164042
ARHGAP8,0.021637976,0.021637976
DDX50,0.021622004,0.021622004
RP11-390P24.1,0.021616947,0.021616947
CCDC91,0.02161328,0.02161328
ERLIN1,0.02161113,0.02161113
PTAR1,0.021604294,0.021604294
KDR,0.021600908,0.021600908
RGS2,0.021586724,0.021586724
LIPA,0.021583706,0.021583706
PRR18,0.02158264,0.02158264
UQCC1,0.021573478,0.021573478
AC073834.3,0.02157256,0.02157256
LINC01239,0.021567214,0.021567214
APIP,0.021556064,0.021556064
RASGRP3,0.021548625,0.021548625
DDIT4,0.021547683,0.021547683
AP001626.2,0.021545196,0.021545196
RP11-72I8.1,0.021543892,0.021543892
ROPN1B,0.021543272,0.021543272
IGHV7-81,0.021534707,0.021534707
LA16c-431H6.6,0.021529853,0.021529853
CTB-186G2.1,0.021512913,0.021512913
RP11-337N6.1,0.02151016,0.02151016
WDR82,0.02149184,0.02149184
RFX6,0.021466853,0.021466853
DGKZ,0.021437552,0.021437552
BACH1-IT2,0.021410787,0.021410787
TSEN34,0.021403378,0.021403378
APOBEC3D,0.02139504,0.02139504
MFGE8,0.021389944,0.021389944
TBX3,0.021376235,0.021376235
PURB,0.021374306,0.021374306
TOMM34,0.021372736,0.021372736
TMEM70,0.021360535,0.021360535
DDX21,0.021348689,0.021348689
DTNBP1,0.021340089,0.021340089
NICN1,0.021325488,0.021325488
ICAM2,0.021323688,0.021323688
CSRP2,0.021317935,0.021317935
TOX3,0.021296417,0.021296417
LMBR1L,0.021290611,0.021290611
RPUSD2,0.021262977,0.021262977
WIPF1,0.0212577,0.0212577
GREB1,0.021254798,0.021254798
CEACAM5,0.021252627,0.021252627
TINAGL1,0.021242367,0.021242367
CABP4,0.02123927,0.02123927
NEK5,0.021230629,0.021230629
PTN,0.021226522,0.021226522
BCS1L,0.021205196,0.021205196
XX-FW83563B9.5,0.02120416,0.02120416
DPYS,0.021200616,0.021200616
ZNF684,0.021193374,0.021193374
SRPK1,0.021185689,0.021185689
CAMK1D,0.021178843,0.021178843
PRRT4,0.021176139,0.021176139
MLXIP,0.021170298,0.021170298
RP11-18C24.8,0.021166492,0.021166492
KIAA0040,0.021162167,0.021162167
TJP2,0.021157946,0.021157946
TNXB,0.021142496,0.021142496
MINPP1,0.021136122,0.021136122
ZDHHC11B,0.021118786,0.021118786
FNBP4,0.021118367,0.021118367
ZNF14,0.021100799,0.021100799
IGFBP7,0.021100711,0.021100711
EFHB,0.021087969,0.021087969
HPS4,0.021079745,0.021079745
RP11-476K15.1,0.021079162,0.021079162
YTHDF2,0.021069553,0.021069553
ADNP2,0.021062264,0.021062264
SLC2A9,0.02105218,0.02105218
DMRTB1,0.021052131,0.021052131
ETV4,0.021043826,0.021043826
ITGB2-AS1,0.021027232,0.021027232
NTNG1,0.02102684,0.02102684
RP11-45A16.4,0.021022182,0.021022182
RTN1,0.021012843,0.021012843
PLXNB3,0.021011263,0.021011263
SMPDL3B,0.021004483,0.021004483
TMEM55A,0.021001205,0.021001205
ZIM2,0.020999,0.020999
PDLIM4,0.020998258,0.020998258
SYS1,0.020992387,0.020992387
SATB2,0.020969033,0.020969033
RP11-290F5.1,0.02096284,0.02096284
TMEM168,0.02096236,0.02096236
DPPA2,0.020955848,0.020955848
RP11-4B16.4,0.020954883,0.020954883
CMTM3,0.020949462,0.020949462
EMC9,0.020945158,0.020945158
ARHGAP1,0.020941816,0.020941816
BIN2,0.020940106,0.020940106
SLC9B2,0.020938756,0.020938756
SHC1,0.02093396,0.02093396
SP100,0.020932663,0.020932663
VDAC2,0.020928755,0.020928755
CLIC2,0.020927414,0.020927414
TUBB8,0.020923648,0.020923648
ERG,0.020922061,0.020922061
EGR2,0.020920256,0.020920256
ZBTB7C,0.020918785,0.020918785
FAM178B,0.020918181,0.020918181
RP11-214O1.3,0.020890854,0.020890854
AC058791.1,0.020888796,0.020888796
SPHK1,0.020887725,0.020887725
HINFP,0.020882333,0.020882333
PLAUR,0.020873418,0.020873418
NOL8,0.020870805,0.020870805
AC013436.6,0.020867681,0.020867681
IER5L,0.02085111,0.02085111
CD81-AS1,0.020845754,0.020845754
SENP3,0.020821694,0.020821694
SLC22A12,0.020810796,0.020810796
FCGR2B,0.020799903,0.020799903
RP11-181K3.4,0.020789064,0.020789064
PAXIP1,0.020788735,0.020788735
TMCC1,0.020786488,0.020786488
FAM84A,0.020778675,0.020778675
SLC47A1,0.020777924,0.020777924
SYK,0.020773277,0.020773277
FAM107B,0.020769447,0.020769447
LENEP,0.020769019,0.020769019
CTB-25B13.12,0.02073834,0.02073834
EPHA2,0.02073657,0.02073657
FSIP2-AS1,0.02072076,0.02072076
CIDEA,0.02071241,0.02071241
GIT1,0.020710075,0.020710075
PSME4,0.020708883,0.020708883
CD163,0.02068869,0.02068869
UBAP2,0.020670481,0.020670481
RP11-250B2.5,0.020670142,0.020670142
ZPBP2,0.020655945,0.020655945
MACF1,0.020651812,0.020651812
JMJD1C,0.020645697,0.020645697
PFKFB1,0.020644477,0.020644477
LPAR6,0.020642988,0.020642988
ZP3,0.020634588,0.020634588
KRTAP5-AS1,0.020629019,0.020629019
BARX1,0.020629004,0.020629004
CLIP1,0.020618891,0.020618891
DLK1,0.020616457,0.020616457
TGFB1I1,0.020604916,0.020604916
NOXO1,0.020604292,0.020604292
SUPV3L1,0.020603638,0.020603638
TUBB4B,0.020596249,0.020596249
AP5S1,0.020589925,0.020589925
IFIH1,0.020581607,0.020581607
ZFAND5,0.020552836,0.020552836
TMEM74B,0.020552544,0.020552544
HSPA2,0.020551916,0.020551916
CTD-2145A24.5,0.02053378,0.02053378
VWCE,0.020531477,0.020531477
C2orf48,0.020518858,0.020518858
TMC7,0.020486072,0.020486072
FEZ1,0.02048524,0.02048524
TFAM,0.020483976,0.020483976
ABCC9,0.020477029,0.020477029
DUOX1,0.020473368,0.020473368
CLEC3B,0.020466447,0.020466447
ZNF609,0.020458698,0.020458698
RGS19,0.02045629,0.02045629
RP11-30J20.1,0.020453917,0.020453917
KPNA7,0.020452077,0.020452077
TMEM60,0.020440103,0.020440103
ASPA,0.020430183,0.020430183
RP1-317E23.3,0.020428235,0.020428235
GLIS2,0.020416759,0.020416759
PHB2,0.020414341,0.020414341
RP11-554D14.6,0.020412726,0.020412726
SEMA6B,0.020400798,0.020400798
RP11-507K2.2,0.020396288,0.020396288
GPR35,0.020394653,0.020394653
F11R,0.020387918,0.020387918
KIAA0895,0.020383961,0.020383961
TLE4,0.020382235,0.020382235
KB-226F1.2,0.020379022,0.020379022
CELA2B,0.020369107,0.020369107
SLC41A2,0.020361584,0.020361584
PPP2R5C,0.020356106,0.020356106
RP3-522D1.1,0.02035465,0.02035465
INTS10,0.020352531,0.020352531
RTP4,0.0203515,0.0203515
CWC27,0.020349048,0.020349048
EEA1,0.020347431,0.020347431
RP11-378J18.8,0.020341331,0.020341331
OR2D2,0.020328805,0.020328805
NR3C2,0.02032625,0.02032625
RHBG,0.020322897,0.020322897
LINC01208,0.020316696,0.020316696
MFAP2,0.020314638,0.020314638
SIX5,0.020290436,0.020290436
SAR1A,0.020284023,0.020284023
YARS,0.020274352,0.020274352
IP6K1,0.02027281,0.02027281
RP11-2B6.3,0.02026614,0.02026614
TM4SF5,0.020261941,0.020261941
EDA,0.020260563,0.020260563
NCALD,0.02025907,0.02025907
RBP3,0.0202414,0.0202414
IRGM,0.020237414,0.020237414
ARL5B,0.020235885,0.020235885
SNAP25-AS1,0.020233845,0.020233845
LDAH,0.02023358,0.02023358
SGPP2,0.020230882,0.020230882
VMP1,0.020221062,0.020221062
DFNA5,0.020214142,0.020214142
RP11-386M24.9,0.02020603,0.02020603
AC139100.3,0.020205725,0.020205725
TNS3,0.020205697,0.020205697
BPIFA1,0.020193845,0.020193845
EPHA8,0.020193523,0.020193523
C17orf67,0.020190738,0.020190738
RP11-419I17.1,0.020188116,0.020188116
ZNF697,0.02018274,0.02018274
TRIM41,0.020172253,0.020172253
NOP14,0.020167148,0.020167148
POMK,0.020141551,0.020141551
KRT6B,0.020140816,0.020140816
WDR70,0.020135242,0.020135242
PIK3CD,0.020131703,0.020131703
CTD-2319I12.2,0.020119954,0.020119954
FSTL1,0.020118868,0.020118868
NUP54,0.020108864,0.020108864
GDPD2,0.020101354,0.020101354
ZNF256,0.020075176,0.020075176
THEG,0.020073779,0.020073779
ZCCHC18,0.02006604,0.02006604
ERMN,0.02006406,0.02006406
H3F3C,0.020063782,0.020063782
DEF8,0.020047784,0.020047784
ZCCHC4,0.020045,0.020045
AC092620.3,0.020043768,0.020043768
TUSC3,0.020039963,0.020039963
ALG2,0.020028315,0.020028315
PRKX,0.020011624,0.020011624
ZNF529,0.020009473,0.020009473
LRRCC1,0.01999962,0.01999962
PTP4A1,0.01999448,0.01999448
RMND1,0.019987166,0.019987166
HOXB-AS3,0.019976318,0.019976318
DRD1,0.019970687,0.019970687
SMCR5,0.019970672,0.019970672
EPHX3,0.01996038,0.01996038
MDC1-AS1,0.01995639,0.01995639
PCDHA2,0.019937152,0.019937152
PSMG2,0.019925306,0.019925306
RP11-732A19.6,0.019924292,0.019924292
TPD52L2,0.01992137,0.01992137
FAM83F,0.0199178,0.0199178
RP11-4G2.1,0.019900378,0.019900378
SLC25A6,0.019887416,0.019887416
GJA4,0.019878315,0.019878315
KLRD1,0.019870488,0.019870488
IGDCC3,0.019867131,0.019867131
FMN1,0.019864278,0.019864278
PGBD5,0.019859146,0.019859146
NIP7,0.019854456,0.019854456
NCLN,0.019853586,0.019853586
KLC2,0.01984075,0.01984075
MEIG1,0.019839842,0.019839842
HSP90B1,0.019827783,0.019827783
CD59,0.019816183,0.019816183
DLAT,0.019812534,0.019812534
TMC1,0.019800594,0.019800594
GPR85,0.019790052,0.019790052
TAX1BP3,0.019786913,0.019786913
MECR,0.019776661,0.019776661
CTB-158D10.3,0.019772861,0.019772861
MOB2,0.019769624,0.019769624
BOLA3-AS1,0.019760223,0.019760223
CDKN2B,0.01975421,0.01975421
RP3-441A12.1,0.019747522,0.019747522
CALB2,0.019740565,0.019740565
TTC27,0.019734504,0.019734504
ATG4B,0.01973409,0.01973409
CAPN8,0.019724667,0.019724667
CTHRC1,0.01971766,0.01971766
ANXA2,0.019713566,0.019713566
RP11-575A19.2,0.019693919,0.019693919
RP3-339A18.6,0.019689636,0.019689636
LGALS3BP,0.01968332,0.01968332
TP53INP2,0.019681938,0.019681938
RNF111,0.019680468,0.019680468
GSTO1,0.019667437,0.019667437
ST6GALNAC5,0.019665329,0.019665329
STAP2,0.01965163,0.01965163
ZNF18,0.019647658,0.019647658
ULK2,0.019646022,0.019646022
RAPGEF6,0.019644901,0.019644901
SSR3,0.019638343,0.019638343
CLIC4,0.01963604,0.01963604
SLC12A2,0.0196358,0.0196358
CBX6,0.019624418,0.019624418
RP11-1275H24.2,0.01962261,0.01962261
PLCL2,0.019601163,0.019601163
IGBP1-AS2,0.019590827,0.019590827
AC012358.7,0.019588675,0.019588675
CTD-2013N17.4,0.01958416,0.01958416
CHST13,0.019561315,0.019561315
KDM6B,0.019560575,0.019560575
STAR,0.019559348,0.019559348
LDLRAD3,0.019558752,0.019558752
LIN37,0.019532409,0.019532409
ZNF436,0.019531295,0.019531295
AC025918.2,0.019522998,0.019522998
LHX6,0.019505396,0.019505396
ELK3,0.019500397,0.019500397
RAB40B,0.019500317,0.019500317
RNF17,0.01947716,0.01947716
RP11-89H19.2,0.019476522,0.019476522
RABGAP1L,0.01947548,0.01947548
RGL2,0.019461239,0.019461239
WDR25,0.019456845,0.019456845
PAN2,0.019451516,0.019451516
C2CD4A,0.019450156,0.019450156
MYBPC2,0.019443039,0.019443039
CTB-5E10.3,0.01944134,0.01944134
DYX1C1,0.01943762,0.01943762
SRPX,0.019431418,0.019431418
TMEM154,0.019427719,0.019427719
FAM3C,0.019425409,0.019425409
LINC01314,0.019415068,0.019415068
RP11-219A15.1,0.019412318,0.019412318
RWDD3,0.019409962,0.019409962
KIAA1147,0.019409502,0.019409502
ASB2,0.019389912,0.019389912
RP11-669E14.6,0.019380173,0.019380173
IGHV4-34,0.01937792,0.01937792
LIMS1,0.019372836,0.019372836
ZNF358,0.01936623,0.01936623
YES1,0.01935753,0.01935753
CALML3,0.019355489,0.019355489
FAM149B1,0.019354034,0.019354034
CA6,0.019352589,0.019352589
B4GALNT4,0.019349063,0.019349063
PIGU,0.019347142,0.019347142
CXADR,0.019343479,0.019343479
TDRD9,0.019342486,0.019342486
AL049794.1,0.019338235,0.019338235
RNF139,0.01933432,0.01933432
MID1IP1,0.019331764,0.019331764
CGA,0.019318393,0.019318393
ANKRD34B,0.019314557,0.019314557
IRAK1BP1,0.019309537,0.019309537
RP3-403L10.3,0.01930817,0.01930817
RP11-408A13.4,0.01929101,0.01929101
OSCP1,0.019285865,0.019285865
CKLF-CMTM1,0.019283205,0.019283205
HSPG2,0.019278966,0.019278966
UBE2H,0.01927188,0.01927188
ASB11,0.01927061,0.01927061
HLA-DQB1,0.019270085,0.019270085
SLC38A1,0.019267932,0.019267932
SLC6A12,0.019255226,0.019255226
CPB1,0.019243293,0.019243293
CPSF4L,0.019239297,0.019239297
KRT15,0.019238293,0.019238293
MTA2,0.019237658,0.019237658
PYGL,0.019235894,0.019235894
KCNJ2,0.019226788,0.019226788
AC016995.3,0.019221185,0.019221185
DNMT3L,0.019220287,0.019220287
OR52E5,0.019219948,0.019219948
ALG11,0.019214947,0.019214947
MAOA,0.019213704,0.019213704
C1orf123,0.019209286,0.019209286
GAS6,0.019207237,0.019207237
CSNK1A1L,0.01919771,0.01919771
AC079145.4,0.019197451,0.019197451
SNX20,0.019196996,0.019196996
IRS4,0.019189755,0.019189755
IDS,0.019188078,0.019188078
MATN1-AS1,0.019185765,0.019185765
SMTN,0.019185755,0.019185755
UCK1,0.019180058,0.019180058
SLC46A2,0.019170616,0.019170616
ITGA2,0.019170064,0.019170064
ABTB2,0.019157344,0.019157344
CTD-3096M3.2,0.019152727,0.019152727
RP11-778D9.12,0.019152569,0.019152569
LA16c-359F1.1,0.019126857,0.019126857
PRKCDBP,0.019124025,0.019124025
TMEM176A,0.019120041,0.019120041
ZNF695,0.019114539,0.019114539
MARCO,0.01909659,0.01909659
LAD1,0.01909562,0.01909562
COMMD5,0.01909455,0.01909455
PCSK2,0.019094547,0.019094547
EHF,0.01909274,0.01909274
TMEM170A,0.019089676,0.019089676
CFAP99.1,0.019089267,0.019089267
TBC1D1,0.019089257,0.019089257
DDX31,0.019083608,0.019083608
AC007773.2,0.019082,0.019082
LTC4S,0.0190793,0.0190793
LUM,0.019069865,0.019069865
RP11-1036E20.9,0.019064626,0.019064626
RFK,0.019062841,0.019062841
RP11-218M22.1,0.019060213,0.019060213
ALKBH6,0.019057559,0.019057559
RP6-24A23.3,0.019056065,0.019056065
RP11-685G9.4,0.019054236,0.019054236
TAGLN,0.01905216,0.01905216
ZNF74,0.019051377,0.019051377
AVEN,0.019045698,0.019045698
RP11-38C17.1,0.019042501,0.019042501
S100A4,0.0190367,0.0190367
CD180,0.019031959,0.019031959
SBF1,0.019031856,0.019031856
RRM1,0.019031202,0.019031202
HSD17B14,0.01902679,0.01902679
SNX5,0.019026678,0.019026678
CEP170,0.019022176,0.019022176
SRGN,0.01902168,0.01902168
RP11-526I2.5,0.019011939,0.019011939
ST7-AS1,0.018995313,0.018995313
PMEPA1,0.018993182,0.018993182
SLC16A8,0.01898962,0.01898962
WIPI1,0.01898273,0.01898273
AC005162.5,0.018974878,0.018974878
RNASEH1,0.018973911,0.018973911
RP11-1109F11.3,0.018971635,0.018971635
RBM4,0.018969737,0.018969737
MDS2,0.018968692,0.018968692
EGFLAM,0.01896755,0.01896755
WASIR1,0.018944126,0.018944126
HLA-DRB5,0.018943341,0.018943341
CTD-2008P7.9,0.018943138,0.018943138
TRIM59,0.018941773,0.018941773
MAF,0.018930543,0.018930543
RP11-104N10.1,0.018929062,0.018929062
LINC01248,0.018928804,0.018928804
SLCO2B1,0.018926596,0.018926596
KCTD16,0.018918691,0.018918691
GLTPD2,0.0189138,0.0189138
TET3,0.018910037,0.018910037
ZDHHC1,0.01890122,0.01890122
TMEM248,0.018899912,0.018899912
COL9A1,0.01889691,0.01889691
TPTE,0.018895082,0.018895082
RP11-235E17.6,0.018886693,0.018886693
APH1B,0.01888439,0.01888439
SKP2,0.018876182,0.018876182
CHRNB4,0.018875364,0.018875364
M6PR,0.01887468,0.01887468
RP11-363J20.1,0.018869266,0.018869266
TXN,0.018860549,0.018860549
BGLAP,0.018860444,0.018860444
C9orf40,0.018848158,0.018848158
HOXC9,0.01884079,0.01884079
ALOX5AP,0.018836929,0.018836929
RP11-138E2.1,0.018832963,0.018832963
AC078883.4,0.018830135,0.018830135
POLR2F,0.018827297,0.018827297
ATP6V1B1,0.018820403,0.018820403
PCYOX1L,0.018820124,0.018820124
RP11-456K23.1,0.018816123,0.018816123
EPB41L2,0.018815352,0.018815352
SF3B3,0.018810011,0.018810011
SPRED1,0.018808963,0.018808963
SLC12A4,0.018804515,0.018804515
RP11-96B5.3,0.018803472,0.018803472
PRICKLE2-AS3,0.018801998,0.018801998
AC007879.5,0.018800706,0.018800706
FBF1,0.018794559,0.018794559
MTX3,0.018794551,0.018794551
SAFB,0.018794391,0.018794391
COG6,0.018793425,0.018793425
TMEM185B,0.018790174,0.018790174
RFPL3,0.018785814,0.018785814
HRK,0.018778682,0.018778682
RP11-426L16.3,0.018771699,0.018771699
RP11-524O1.4,0.01877153,0.01877153
TMEM98,0.018768193,0.018768193
HGS,0.018762844,0.018762844
TAMM41,0.01875803,0.01875803
L3MBTL2,0.018758006,0.018758006
ACAA2,0.018748727,0.018748727
DARS,0.018742388,0.018742388
MARCH6,0.018741885,0.018741885
SLTM,0.018736864,0.018736864
RIPK2,0.018734636,0.018734636
RP11-65J21.1,0.018734617,0.018734617
OLFML3,0.018729122,0.018729122
FAM13A-AS1,0.01872868,0.01872868
RP11-108M9.3,0.018724801,0.018724801
GABRP,0.018718647,0.018718647
RP11-624L4.2,0.018714495,0.018714495
AHI1,0.018714374,0.018714374
TRIP6,0.018713685,0.018713685
DKFZP434A062,0.018713681,0.018713681
LAMA4,0.018707259,0.018707259
LINC01160,0.018704977,0.018704977
AC123023.1,0.018702915,0.018702915
KLHL15,0.018700518,0.018700518
CASQ1,0.01869457,0.01869457
SCN9A,0.018694296,0.018694296
PRR5-ARHGAP8,0.018693656,0.018693656
RP1-278C19.8,0.018690255,0.018690255
ZNF43,0.01868321,0.01868321
RNF215,0.01868143,0.01868143
RP11-54A9.1,0.018668352,0.018668352
KCTD5,0.018668052,0.018668052
AGO3,0.018661771,0.018661771
ARL6IP1,0.018659005,0.018659005
RP13-131K19.1,0.018650964,0.018650964
SEMA6A,0.018642789,0.018642789
WEE1,0.018630518,0.018630518
LDLR,0.018627848,0.018627848
TRAV38-1,0.018627353,0.018627353
SLC35B4,0.018625228,0.018625228
SCO2,0.018614361,0.018614361
DDX11-AS1,0.018612877,0.018612877
C18orf65,0.018606262,0.018606262
PPP3CC,0.01858947,0.01858947
HMGA1,0.018586364,0.018586364
TUBA3D,0.018580882,0.018580882
COL1A2,0.018579874,0.018579874
RP11-78O7.2,0.018570552,0.018570552
AP4B1-AS1,0.018569497,0.018569497
CHCHD4,0.018567355,0.018567355
SALL4,0.018553287,0.018553287
RP11-332J15.4,0.018549705,0.018549705
RCBTB2,0.018547913,0.018547913
ZNF354A,0.018547587,0.018547587
CTB-43E15.1,0.018544985,0.018544985
ANKRD50,0.018544741,0.018544741
FCN2,0.018544717,0.018544717
AKAP1,0.018540943,0.018540943
HAMP,0.018538129,0.018538129
NFIB,0.018534282,0.018534282
PRDM1,0.01852941,0.01852941
AGMAT,0.018527433,0.018527433
CPT1B,0.018522244,0.018522244
NUAK2,0.018520873,0.018520873
PRKAR2A-AS1,0.018519357,0.018519357
LINC00921,0.018519158,0.018519158
MDFIC,0.01851223,0.01851223
NBPF15,0.018510213,0.018510213
METTL25,0.018499414,0.018499414
SLC26A10,0.018496713,0.018496713
SSB,0.018495543,0.018495543
FAM105A,0.018488996,0.018488996
SUN1,0.018482696,0.018482696
BTBD8,0.018477786,0.018477786
DIP2C,0.01847556,0.01847556
PRR16,0.018475553,0.018475553
RP11-261C10.5,0.018474463,0.018474463
DCAF6,0.018470056,0.018470056
TEX14,0.018469913,0.018469913
MSL1,0.01846848,0.01846848
RP11-286N22.10,0.018468147,0.018468147
CTD-2184D3.3,0.018462066,0.018462066
NUDT19,0.018461233,0.018461233
FLJ31104,0.018459959,0.018459959
CARD14,0.018451707,0.018451707
SEMA3E,0.018450355,0.018450355
SDC1,0.018447375,0.018447375
RETSAT,0.018445961,0.018445961
NUP98,0.01844285,0.01844285
RP4-816N1.6,0.018442204,0.018442204
RP11-380I10.4,0.018440802,0.018440802
SPOCD1,0.01844071,0.01844071
TDRD12,0.018438589,0.018438589
PROCR,0.018437307,0.018437307
TUBB6,0.018436288,0.018436288
BOC,0.018433468,0.018433468
CTC-454I21.3,0.018430695,0.018430695
ZFP1,0.01841215,0.01841215
MSANTD3,0.018407453,0.018407453
DCPS,0.01840729,0.01840729
FAM171A2,0.018407058,0.018407058
TMED1,0.018403932,0.018403932
MRGBP,0.018403914,0.018403914
GABPB1-AS1,0.018399732,0.018399732
WDR1,0.01839948,0.01839948
MIR193BHG,0.018398307,0.018398307
S100B,0.01839664,0.01839664
RP11-707G18.1,0.018393412,0.018393412
KDM8,0.018391714,0.018391714
SULT1C4,0.01838324,0.01838324
STRAP,0.018381078,0.018381078
ZBTB48,0.018380214,0.018380214
BMP8B,0.018379586,0.018379586
NUDT5,0.018379517,0.018379517
ARMC10,0.0183792,0.0183792
ZNF3,0.01837601,0.01837601
ZNF784,0.018368974,0.018368974
COL5A1,0.018364498,0.018364498
IFNL1,0.018349355,0.018349355
RP11-477D19.2,0.018349148,0.018349148
PM20D2,0.01834782,0.01834782
FBXL8,0.018347636,0.018347636
EIF3J,0.018340461,0.018340461
A1BG-AS1,0.018340448,0.018340448
IFNAR1,0.018324707,0.018324707
COBL,0.018320637,0.018320637
FAM110A,0.018316044,0.018316044
RP11-112L6.3,0.018314313,0.018314313
ATP2B2,0.01831065,0.01831065
PTBP1,0.018309608,0.018309608
PLIN5,0.01829144,0.01829144
CTD-2534I21.9,0.018290909,0.018290909
CTD-3222D19.11,0.018287316,0.018287316
FAM129B,0.018279415,0.018279415
CTB-55O6.12,0.018276203,0.018276203
MMP7,0.018270005,0.018270005
SNX12,0.018264871,0.018264871
EEF1A1,0.018250052,0.018250052
UCHL1-AS1,0.018241974,0.018241974
EFS,0.018233113,0.018233113
SNX9,0.018229771,0.018229771
MYZAP,0.018220393,0.018220393
PPM1F,0.018216794,0.018216794
